Vannkraftverk

Løpenummer;Navn;Type;VannKVTypeID;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1991-2020) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.;ErIDrift;IDriftDato;Konsesjoner;Kraftverkstatus;NVEOmraadeID;NVEOmraadeNavn;Nedborsfeltnavn;SPPunkt;SPSone;UnderBygging;UteAvDrift;VassdragsOmraadeID;VassdragsOmraadeNavn
2181;Tverrelvi;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Voss;21;2025;2025;9,99;41,3;300,6;4,1;0,677;5;062.C2A;ja;2025-06-12;[object Object];Idrift;;;Vossovassdraget;;254;nei;;6;NVE - område: 6;
1812;Tverrgjuvlo;Kraftverk;K;SMÅKRAFT AS;984616155;Vestland;46;Voss;21;2016;2016;5,7;10,594;386,7;1,8;0,88;5;062.BA0;ja;2016-04-13;[object Object];Idrift;;;Vossovassdraget;;254;nei;;6;NVE - område: 6;
463;Tverrvatn;Pumpe;P;STATKRAFT ENERGI AS;987059729;Nordland;18;Rana;33;1969;1969;-1,2;-3,634;0;2,59;-0,128;4;156.AF;ja;1969-01-01;[object Object];Idrift;;;Ranavassdraget;03;653;nei;;10;NVE - område: 10;
1799;Tverråa;Kraftverk;K;TVERRÅA KRAFT AS;993283479;Trøndelag;50;Steinkjer;06;2015;2015;0,93;2,601;239;0,52;0,497;3;128.C41B;ja;2015-01-14;[object Object],[object Object];Idrift;;;Snåsavassdraget;;517;nei;;9;NVE - område: 9;
1855;Tverråa;Kraftverk;K;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Brønnøy;13;2018;2018;4,7;16,337;105;5,88;0,222;4;144.7AZ;ja;2018-05-09;[object Object];Idrift;;;Storelva;04;613;nei;;10;NVE - område: 10;
1725;Tverråga;Kraftverk;K;SMÅKRAFT AS;984616155;Nordland;18;Hemnes;32;2014;2014;2,9;8,563;424;0,8;1,007;4;155.AC0;ja;2014-01-30;[object Object];Idrift;;;Røssåga;22;648;nei;;10;NVE - område: 10;
1824;Tverråna;Kraftverk;K;ULLESTAD KRAFT AS;998590140;Rogaland;11;Hjelmeland;33;2016;2016;3,26;8,092;335;1,15;0,787;2;033.B1A;ja;2016-06-01;[object Object];Idrift;;;Årdalselva;05;158;nei;;4;NVE - område: 4;
1843;Tverråni;Kraftverk;K;SMÅKRAFT AS;984616155;Buskerud;33;Nesbyen;22;2016;2016;3;5,117;307;1,2;0,694;5;012.CC7AZ;ja;2016-05-21;[object Object];Idrift;;;Drammensvassdraget;;043;nei;;2;NVE - område: 2;
919;Tverå;Kraftverk;K;TVERÅKRAFT AS;985927251;Møre og Romsdal;15;Rauma;39;2004;2004;0,956;3,926;140;;;3;104.1Z;ja;2004-01-01;[object Object];Idrift;;;Mittetelva;01;430;nei;;8;NVE - område: 8;
465;Tya;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Trøndelag;50;Tydal;33;1964;1964;32;159,857;200;20,02;0,444;3;123.F1B;ja;1964-01-01;[object Object],[object Object];Idrift;;;Nidelvvassdraget;23;499;nei;;9;NVE - område: 9;
815;Tyin;Kraftverk;K;HYDRO ENERGI AS;930187240;Vestland;46;Årdal;43;2004;2004;374;1462,391;1040;40;2,597;5;074.CA0;ja;2004-01-01;[object Object],[object Object];Idrift;;;Årdalsvassdraget;01;302;nei;;7;NVE - område: 7;
2065;Tynjadalen;Kraftverk;K;KUVELDA KRAFT AS;923816089;Vestland;46;Lærdal;42;2022;2022;9,6;21,255;361;3,2;0,833;5;073.A1Z;ja;2022-04-17;[object Object];Idrift;;;Lærdalsvassdraget;;298;nei;;2;NVE - område: 2;
1193;Tynna;Kraftverk;K;TYNNA KRAFTVERK SA;970959920;Trøndelag;50;Rennebu;22;1913;1913;0,07;0,395;;;;3;121.C1;ja;1913-01-01;;Idrift;;;Orkla;;493;nei;;8;NVE - område: 8;
467;Tyria 1;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Innlandet;34;Ringsaker;11;1949;1949;3,3;19,891;176;2,4;0,381;1;002.DD5B22B;ja;1949-01-01;[object Object],[object Object];Idrift;;;Glommavassdraget;11;005;nei;;1;NVE - område: 1;
468;Tyria 2;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Innlandet;34;Ringsaker;11;1958;1958;2,2;11,753;114;2,8;0,234;1;002.DD5BB;ja;1958-01-01;[object Object],[object Object];Idrift;;;Glommavassdraget;12;005;nei;;1;NVE - område: 1;
1861;Tysseelva;Kraftverk;K;SMÅKRAFT GREEN BOND 1 AS;921075758;Rogaland;11;Suldal;34;2017;2017;5,55;13,772;347,85;1,93;0,799;2;035.72A;ja;2017-11-08;[object Object];Idrift;;;Tysseelvi;01;165;nei;;3;NVE - område: 3;
976;Tyssefossen;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Samnanger;23;1941;1941;2,8;16,859;21;18;0,043;5;055.A0;ja;1941-07-01;[object Object],[object Object],[object Object];Idrift;;;Samnangervassdraget;01;246;nei;;6;NVE - område: 6;
1258;Tyssehøl;Pumpe;P;STATKRAFT ENERGI AS;987059729;Vestland;46;Ullensvang;18;2001;2001;-0,5;-0,261;40;1;;2;049.C2;ja;2001-01-01;;Idrift;;;Tysso;13;214;nei;;3;NVE - område: 3;
789;Tysseland;Kraftverk;K;TYSSELAND KRAFTLAG AS;979749643;Rogaland;11;Suldal;34;2002;2002;4,8;18,096;225;2,5;0,522;2;037.5Z;ja;2002-01-01;[object Object],[object Object],[object Object];Idrift;;;Tysselandselva;01;171;nei;;3;NVE - område: 3;
470;Tysso II;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Vestland;46;Ullensvang;18;1967;1967;224;1117,591;725;37;1,682;2;049.A42;ja;1967-01-15;[object Object];Idrift;;;Tysso;06;214;nei;;3;NVE - område: 3;
1718;Tyttebærelva;Kraftverk;K;SMÅKRAFT AS;984616155;Troms;55;Lyngen;36;2014;2014;1,46;2,631;107;1,64;0,247;4;203.73;ja;2014-08-06;[object Object];Idrift;;;KYSTFELT;;999;nei;;11;NVE - område: 11;
1203;Tømmerdal;Kraftverk;K;SMÅKRAFT AS;984616155;Trøndelag;50;Indre Fosen;54;2002;2002;0,99;0,946;;;;3;131.62Z;ja;2002-02-15;[object Object];Idrift;;;Hovselva;01;532;nei;;9;NVE - område: 9;
1106;Tørrbekken;Kraftverk;K;BRATTLAND KRAFT AS;994871501;Nordland;18;Rana;33;2010;2010;0,7;1,407;265;0,3;0,648;4;156.D2A;ja;2010-01-01;[object Object];Idrift;;;Ranavassdraget;;655;nei;;10;NVE - område: 10;
2036;Tørvi;Kraftverk;K;TØRVI KRAFT AS;997025458;Vestland;46;Luster;44;2020;2020;0,08;0,317;130;0,1;0,222;5;076.2Z;ja;2020-12-03;[object Object];Idrift;;;Dalselvi;;999;nei;;7;NVE - område: 7;
471;Tøsse;Kraftverk;K;SMÅKRAFT AS;984616155;Vestland;46;Osterøy;30;1981;1981;3,5;12,783;52;5,9;0,165;5;060.6Z;ja;1981-08-19;[object Object];Idrift;;;Tysseelva;01;260;nei;;6;NVE - område: 6;
1229;Ufysja;Kraftverk;K;UFYSJA KRAFTVERK AS;987598077;Buskerud;33;Hol;30;2005;2005;1,5;5,213;163;1,2;0,347;5;015.MHZ;ja;2005-12-15;[object Object];Idrift;;;Numedalslågen;52;073;nei;;2;NVE - område: 2;
1530;Ugedal;Kraftverk;K;UGEDAL ENERGI AS;988306665;Trøndelag;50;Åfjord;58;2006;2006;0,54;1,432;108;0,68;0,221;3;135.C;ja;2006-03-20;[object Object];Idrift;;;Stordalselva;;999;nei;;9;NVE - område: 9;
848;Uleberg;Kraftverk;K;Å ENERGI VANNKRAFT AS;882973972;Agder;42;Evje og Hornnes;19;2006;2006;9,4;40,812;179,5;6,15;0,425;2;021.BAA;ja;2006-03-30;[object Object],[object Object];Idrift;;;Otra;73;115;nei;;4;NVE - område: 4;
472;Ulefoss;Kraftverk;K;ALBERT COLLETT;911074184;Trøndelag;50;Nærøysund;60;1931;1931;2,1;12,573;29;9,3;0,0627;3;141.B;ja;1931-01-01;;Idrift;;;Oppløyelva;02;588;nei;;9;NVE - område: 9;
473;Ulefoss;Kraftverk;K;ULEFOSS KRAFTVERK DA;992840978;Telemark ;40;Nome;18;1963;1963;6,4;45,539;10;74;0,024;2;016.BA21;ja;1963-04-01;;Idrift;;;Skiensvassdraget;66;078;nei;;3;NVE - område: 3;
1823;Ullestad;Kraftverk;K;ULLESTAD KRAFT AS;998590140;Rogaland;11;Hjelmeland;33;2016;2016;5,42;16,588;214;2,95;0,51;2;033.B1A;ja;2016-03-01;[object Object];Idrift;;;Årdalselva;06;158;nei;;4;NVE - område: 4;
474;Ulset;Kraftverk;K;KRAFTVERKENE I ORKLA DA;947576283;Innlandet;34;Tynset;27;1985;1985;35;130,141;320;12;0,81;3;121.E81;ja;1985-03-01;[object Object],[object Object];Idrift;;;Orkla;14;493;nei;;8;NVE - område: 8;
475;Ulsteindal;Kraftverk;K;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ulstein;16;1917;2001;1,3;4,732;195;0,8;0,451;3;096.2A0;ja;2001-01-01;[object Object];Idrift;;;Ulsteinelva;01;384;nei;;8;NVE - område: 8;
476;Ulvik I;Kraftverk;K;HARDANGER ENERGI AS;983502601;Vestland;46;Ulvik;20;1921;1921;1,3999;5,256;60;3,19;0,122;5;051.3Z;ja;1921-01-01;;Idrift;;;Tysso;01;227;nei;;2;NVE - område: 2;
477;Ulvik II;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Ulvik;20;1974;1974;20;110,215;380,6;5,8;0,958;5;051.3A;ja;1974-08-20;[object Object];Idrift;;;Tysso;02;227;nei;;2;NVE - område: 2;
627;Ulvilla;Kraftverk;K;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Trøndelag;50;Verdal;38;1989;1989;1,1;4,322;84,5;1,5;0,203;3;127.B1;ja;1989-11-20;;Idrift;;;Verdalsvassdraget;31;514;nei;;9;NVE - område: 9;
478;Ulvund;Kraftverk;K;NEAS ENERGI TELEKOM AS;960684737;Møre og Romsdal;15;Sunndal;63;1939;1939;19,5;57,83;85;30;0,181;3;111.5A1;ja;1939-11-01;[object Object];Idrift;;;Ålvundelva;01;454;nei;;8;NVE - område: 8;
1205;Undfossen;Kraftverk;K;SKS PRODUKSJON AS;915637353;Nordland;18;Bodø;04;1953;1995;0,84;3,871;160;;;4;165.7D;ja;1995-10-18;[object Object],[object Object];Idrift;;;Fjærelva;;999;nei;;10;NVE - område: 10;
918;Unhjemskraft;Kraftverk;K;SMÅKRAFT GREEN BOND 1 AS;921075758;Møre og Romsdal;15;Rauma;39;2004;2004;0,9;3,754;370;;;3;103.4B;ja;2004-10-22;[object Object];Idrift;;;Isavassdraget;;433;nei;;8;NVE - område: 8;
1645;Unkervatn;Kraftverk;K;FRIKULT AS;984685920;Nordland;18;Hattfjelldal;26;2008;2008;0,21;0,668;86;0,33;;4;151.FB;ja;2008-06-19;[object Object],[object Object];Idrift;;;Vefsna;;999;nei;;10;NVE - område: 10;
1508;Urdsdalselva;Kraftverk;K;SMÅKRAFT AS;984616155;Nordland;18;Vefsn;24;2012;2012;2,8;5,776;193;1,9;0,409;4;152.3;ja;2012-05-15;[object Object];Idrift;;;KYSTFELT;01;640;nei;;10;NVE - område: 10;
1352;Urke;Kraftverk;K;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ørsta;20;2008;2008;8;17,233;353,5;3;0,741;3;097.42Z;ja;2008-05-11;[object Object];Idrift;;;Urkeelva;01;407;nei;;8;NVE - område: 8;
837;Urlandåga;Kraftverk;K;SMÅKRAFT AS;984616155;Nordland;18;Hemnes;32;2005;2005;1,6;4,768;240;0,75;0,592;4;156.21Z;ja;2005-01-10;[object Object];Idrift;;;Urdlandåga;01;650;nei;;10;NVE - område: 10;
1448;Usma;Kraftverk;K;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Sunndal;63;2010;2010;5,49;9,641;125;5;0,305;3;109.4B;ja;2010-04-13;[object Object];Idrift;;;Usma;02;450;nei;;8;NVE - område: 8;
1734;Usma;Kraftverk;K;CADRE ELVEKRAFT AS;929375769;Trøndelag;50;Selbu;32;2013;2013;9,98;27,639;286;4,4;0,63;3;123.D1B30;ja;2013-10-21;[object Object];Idrift;;;Nidelvvassdraget;14;499;nei;;9;NVE - område: 9;
480;Usta;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Buskerud;33;Ål;28;1965;1965;205,22;896,913;540;42,5;1,281;5;012.CF6;ja;1965-10-18;[object Object],[object Object],[object Object],[object Object],[object Object];Idrift;;;Drammensvassdraget;81;043;nei;;2;NVE - område: 2;
481;Ustekveikja;Kraftverk;K;USTEKVEIKJA KRAFTVERK DA;971040246;Buskerud;33;Hol;30;1983;1983;36,5;81,967;113;38,54;0,263;5;012.CJ4;ja;1983-01-02;[object Object];Idrift;;;Drammensvassdraget;83;043;nei;;2;NVE - område: 2;
958;Utigardselva;Kraftverk;K;UTIGARDSELVA DA;986904204;Vestland;46;Stryn;51;2005;2005;0,1;0,212;;;;3;087.51;ja;2005-03-24;[object Object];Idrift;;;KYSTFELT;;999;nei;;13;NVE - område: 13;
1118;Utistubekken;Kraftverk;K;;;Trøndelag;50;Indre Fosen;54;1995;1995;0,025;0,058;;;;3;131.8;ja;1995-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;9;NVE - område: 9;
1636;Utne;Kraftverk;K;JAN ASBJØRN UTNE;979532601;Vestland;46;Ullensvang;18;2008;2008;0,4;1,133;80;;;5;047.40;ja;2008-02-04;[object Object];Idrift;;;KYSTFELT;;999;nei;;6;NVE - område: 6;
2014;Utvik;Kraftverk;K;UTVIK ELEKTRISITETSVERK SA;954904504;Vestland;46;Stryn;51;1914;2021;5,8;17,992;266,45;2,55;0,632;3;087.4Z;ja;2021-10-14;[object Object];Idrift;;;Storelva;;999;nei;;13;NVE - område: 13;
861;Uvdal;Kraftverk;K;;;Telemark ;40;Midt-Telemark;20;1993;1993;0,037;0,121;;;;2;016.BA3Z;ja;1993-01-01;;Idrift;;;Skiensvassdraget;;078;nei;;3;NVE - område: 3;
482;Uvdal 1;Kraftverk;K;SKAGERAK KRAFT AS;979563531;Buskerud;33;Nore og Uvdal;38;1967;1967;90;303,713;595;19;1,315;5;015.JB81;ja;1967-09-20;[object Object];Idrift;;;Numedalslågen;34;073;nei;;2;NVE - område: 2;
483;Uvdal 2;Kraftverk;K;SKAGERAK KRAFT AS;979563531;Buskerud;33;Nore og Uvdal;38;1967;1967;40;183,584;193;25,03;0,444;5;015.JB2;ja;1967-09-20;[object Object],[object Object];Idrift;;;Numedalslågen;31;073;nei;;2;NVE - område: 2;
1219;Vada;Kraftverk;K;VADAKRAFT DA;977571278;Trøndelag;50;Steinkjer;06;2003;2003;0,35;0,912;127,5;;;3;129.42;ja;2003-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;9;NVE - område: 9;
484;Vafos;Kraftverk;K;SKAGERAK KRAFT AS;979563531;Telemark ;40;Kragerø;14;1954;2008;4,89;24,018;13,19;40;0,032;2;017.A0;ja;2008-01-01;[object Object],[object Object];Idrift;;;Kragerøvassdraget;02;096;nei;;3;NVE - område: 3;
1773;Vaka;Kraftverk;K;VAKA KRAFTVERK AS;911788756;Rogaland;11;Vindafjord;60;2014;2014;1,1;3,996;258,66;0,488;0,626;2;041.320;ja;2014-05-09;[object Object];Idrift;;;KYSTFELT;;999;nei;;5;NVE - område: 5;
2087;Vakkerjordvatnet;Pumpe;P;SMISTO KRAFT AS;915372805;Nordland;18;Rødøy;36;2022;2022;-1,6;-0,001;0;1;-0,444;4;159.2110;ja;2022-05-10;[object Object];Idrift;;;KYSTFELT;02;661;nei;;10;NVE - område: 10;
1958;Vaksvik;Kraftverk;K;VAKSVIK KRAFT AS;993016608;Møre og Romsdal;15;Ålesund;08;2019;2019;7,74;21,44;189;5,2;0,413;3;100.3A;ja;2019-02-13;[object Object];Idrift;;;Vagsvikelva;;999;nei;;8;NVE - område: 8;
2013;Valdra;Kraftverk;K;SMÅKRAFT GREEN BOND 2 AS;825750932;Vestland;46;Etne;11;2020;2020;3,5;9,44;280,3;1,5;0,648;2;042.12Z;ja;2020-05-07;[object Object];Idrift;;;Valdraelva;;999;nei;;5;NVE - område: 5;
2051;Valedalen;Kraftverk;K;VALEN KRAFTVERK AS;985383820;Vestland;46;Kvinnherad;17;2021;2021;1,2;5,4;107;1,3;0,256;2;042.9AB;ja;2021-02-24;[object Object];Idrift;;;Handalandselva;02;196;nei;;5;NVE - område: 5;
486;Valen;Kraftverk;K;VALEN KRAFTVERK AS;985383820;Vestland;46;Kvinnherad;17;1939;2008;3,8;17,94;304,2;1,5;0,704;2;042.92Z;ja;2008-08-05;[object Object];Idrift;;;Valeelva;01;196;nei;;5;NVE - område: 5;
1496;Valgermo Giskemo;Kraftverk;K;VALGERMO/GISKEMO KRAFT AS;893463852;Møre og Romsdal;15;Ålesund;08;2010;2010;0,98;2,616;26;4,5;;3;101.1A;ja;2010-05-03;[object Object];Idrift;;;Ørskogelva;;999;nei;;8;NVE - område: 8;
1778;Valken;Kraftverk;K;SAKSENVIK KRAFT AS;980411060;Nordland;18;Saltdal;40;2015;2015;9,2;25,697;208,5;5,3;0,482;4;163.5Z;ja;2015-12-01;[object Object];Idrift;;;Saksenvikelva;02;696;nei;;10;NVE - område: 10;
1466;Vallestadfossen;Kraftverk;K;VALLESTADFOSSEN KRAFT AS;925747203;Vestland;46;Sunnfjord;47;2006;2006;0,92;7,308;56;2;;3;083.D6;ja;2006-01-01;[object Object];Idrift;;;Gaularvassdraget;;337;nei;;13;NVE - område: 13;
487;Valsøyfjord;Kraftverk;K;SVORKA ENERGI AS;919763159;Trøndelag;50;Heim;55;1942;1942;4,277;17,282;187;3;0,396;3;113.512Z;ja;1942-01-01;[object Object];Idrift;;;Engdalselva;01;459;nei;;8;NVE - område: 8;
1573;Valvatn;Kraftverk;K;TINFOS AS;916763476;Finnmark;56;Sør-Varanger;05;2010;2010;1;4,164;43,15;2,8;0,099;4;247.7C;ja;2010-12-21;[object Object];Idrift;;;Kobholmelva;02;948;nei;;12;NVE - område: 12;
1769;Valåe;Kraftverk;K;SMÅKRAFT AS;984616155;Innlandet;34;Lesja;32;2014;2014;1,93;3,878;248;0,85;0,631;3;002.DM;ja;2014-11-27;[object Object];Idrift;;;Glommavassdraget;31;005;nei;;8;NVE - område: 8;
488;Vamma;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Østfold;31;Indre Østfold;18;1915;1915;344;1565,42;27,5;1450;0,067;1;002.B3;ja;1915-04-01;[object Object];Idrift;;;Glommavassdraget;15;004;nei;;1;NVE - område: 1;
1821;Vangjolo;Kraftverk;K;VANGJOLO KRAFT AS;914462703;Vestland;46;Voss;21;2018;2018;9,5;12,811;481,55;2,23;1,183;5;062.E130;ja;2018-07-31;[object Object];Idrift;;;Vossovassdraget;04;254;nei;;6;NVE - område: 6;
490;Vangpollen;Kraftverk;K;VESTERÅLSKRAFT PRODUKSJON AS;977044863;Nordland;18;Sortland %u2013 Suortá;70;1942;1942;3,5;12,192;313;1,4;0,694;4;178.46Z;ja;1942-01-01;[object Object];Idrift;;;Vangpollelva;01;758;nei;;11;NVE - område: 11;
1410;Vanndøla;Kraftverk;K;LUSTER SMÅKRAFT AS;988913480;Vestland;46;Luster;44;2008;2008;3,8;9,314;510;0,93;1,135;5;076.D3A;ja;2008-05-29;[object Object];Idrift;;;Jostedøla;10;311;nei;;7;NVE - område: 7;
1397;Vannebo;Kraftverk;K;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Trøndelag;50;Overhalla;47;1914;1914;0,785;3,836;;;;3;139.A2C;ja;1914-01-31;;Idrift;;;Namsen;;999;nei;;9;NVE - område: 9;
1013;Vanvik;Kraftverk;K;VANVIK KRAFTLAG DA;927805642;Rogaland;11;Suldal;34;2003;2003;0,27;1,095;;;;2;036.32;ja;2003-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;3;NVE - område: 3;
1169;Varalden;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Innlandet;34;Kongsvinger;01;1985;1985;0,6;0,979;;;;1;313.A1F4;ja;1985-12-15;[object Object];Idrift;;;Byälven-mangenvassdraget;;985;nei;;1;NVE - område: 1;
928;Vartdal;Kraftverk;K;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ørsta;20;1934;1934;0,46;3,467;393,75;0,225;0,568;3;095.3A;ja;1934-01-01;[object Object];Idrift;;;Storelva;;999;nei;;8;NVE - område: 8;
2027;Vassbrekka;Kraftverk;K;VASSBREKKA KRAFT AS;991918787;Vestland;46;Sunnfjord;47;2021;2021;6,8;21,399;162;5;0,315;3;084.AB6;ja;2021-11-29;[object Object];Idrift;;;Jølstra;;346;nei;;13;NVE - område: 13;
1503;Vassdalselva;Kraftverk;K;VASSDALSKRAFT AS;990174962;Vestland;46;Stad;49;2008;2008;0,32;1,356;76;0,5;;3;089.6A;ja;2008-04-09;[object Object];Idrift;;;Maurstadelva;;999;nei;;13;NVE - område: 13;
1950;Vassenden;Kraftverk;K;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Leirfjord;22;2019;2019;8,56;37,793;416,7;2,7;0,881;4;153.22B;ja;2019-07-19;[object Object],[object Object];Idrift;;;Leirelva;01;641;nei;;10;NVE - område: 10;
1379;Vassfossen;Kraftverk;K;RISDAL ENERGI AS;987398639;Agder;42;Froland;14;2008;2008;5,5;25,461;134;4,5;0,34;2;020.BCA;ja;2008-04-15;[object Object];Idrift;;;Tovdalsvassdraget;16;111;nei;;4;NVE - område: 4;
491;Vassli;Pumpe;P;DRIVA KRAFTVERK DA;947590618;Trøndelag;50;Oppdal;21;1973;1973;-10;-20,853;0;9,98;-0,277;3;109.CC1;ja;1973-01-01;[object Object];Idrift;;;Driva;42;449;nei;;8;NVE - område: 8;
956;Vasstaket;Kraftverk;K;VASSTAKET KRAFTVERK AS;982063256;Vestland;46;Stryn;51;2000;2000;0,65;3,011;;;;3;088.2B21;ja;2000-12-17;[object Object];Idrift;;;Loenvassdraget;;999;nei;;13;NVE - område: 13;
1646;Vasstøl;Kraftverk;K;LYSE KRAFT DA;925749419;Rogaland;11;Suldal;34;2012;2012;4,85;26,911;149;4;0,337;2;036.CC;ja;2012-06-20;[object Object];Idrift;;;Suldalsvassdraget;42;166;nei;;3;NVE - område: 3;
1767;Vassvikelva;Kraftverk;K;SMÅKRAFT AS;984616155;Vestland;46;Ullensvang;18;2015;2015;2,77;5,914;268,6;1,2;0,641;2;042.3G;ja;2015-05-20;[object Object];Idrift;;;Dalelva;11;188;nei;;3;NVE - område: 3;
824;Vatn 1012;Pumpe;P;STATKRAFT ENERGI AS;987059729;Rogaland;11;Suldal;34;2004;2004;-0,56;-1,327;0;0,83;;2;035.CA;ja;2004-01-01;[object Object],[object Object],[object Object];Idrift;;;Ulla;18;166;nei;;3;NVE - område: 3;
758;Vatn 462;Pumpe;P;SVELGEN KRAFT HOLDING AS;993153044;Vestland;46;Bremanger;48;1996;1996;-0,3;-0,579;0;0,6;-0,138;3;086.1B1;ja;1996-01-01;[object Object],[object Object];Idrift;;;Indrehuselva;02;355;nei;;13;NVE - område: 13;
492;Vatne;Kraftverk;K;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ørsta;20;1987;1987;3;13,806;90;3,5;0,222;3;095.D;ja;1987-10-01;[object Object],[object Object],[object Object];Idrift;;;Ørstavassdraget;01;395;nei;;8;NVE - område: 8;
795;Vedeld;Kraftverk;K;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Vanylven;11;2003;2003;3,9;15,155;260;1,6;0,677;3;093.4A4;ja;2003-10-01;[object Object];Idrift;;;Videildselva;01;387;nei;;13;NVE - område: 13;
1957;Veiski;Kraftverk;K;SMÅKRAFT GREEN BOND 2 AS;825750932;Nordland;18;Sørfold;45;2021;2021;6,6;23,072;118,3;6,3;0,291;4;166.DA;ja;2021-02-18;[object Object],[object Object];Idrift;;;Fagerbakkvassdraget;02;709;nei;;10;NVE - område: 10;
788;Veiteberg;Kraftverk;K;VEITEBERG KRAFTVERK AS;981933281;Vestland;46;Sunnfjord;47;2001;2001;2,07;6,871;169;1,36;0,403;3;087.E;ja;2001-06-13;[object Object];Idrift;;;Breimsvassdraget;12;369;nei;;13;NVE - område: 13;
1430;Veiåni;Kraftverk;K;SMÅKRAFT GREEN BOND 2 AS;825750932;Agder;42;Åseral;24;2008;2008;0,75;2,068;187;0,48;;2;022.EA10;ja;2008-11-06;[object Object];Idrift;;;Mandalselva;;119;nei;;4;NVE - område: 4;
1433;Veka;Kraftverk;K;VEKA KRAFT AS;990140375;Rogaland;11;Suldal;34;2009;2009;3;7,291;506;0,7;1,19;2;036.B2;ja;2009-04-10;[object Object];Idrift;;;Suldalsvassdraget;92;166;nei;;3;NVE - område: 3;
493;Vemork;Kraftverk;K;HYDRO ENERGI AS;930187240;Telemark ;40;Tinn;26;1971;1971;204;1280,288;300;75,8;0,748;2;016.H4;ja;1971-01-01;[object Object];Idrift;;;Skiensvassdraget;35;078;nei;;3;NVE - område: 3;
494;Vemundsbotn;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Masfjorden;34;1976;1976;45;181,399;234;23,2;0,539;5;067.2C2;ja;1976-12-12;[object Object],[object Object],[object Object],[object Object],[object Object];Idrift;;;Haugsdalsvassdraget;02;265;nei;;6;NVE - område: 6;
1891;Vengåa;Kraftverk;K;VENGÅKRAFT AS;889234512;Møre og Romsdal;15;Rauma;39;2018;2018;4,55;10,965;291;1,9;0,665;3;103.4AAA;ja;2018-09-06;[object Object];Idrift;;;Isavassdraget;01;433;nei;;8;NVE - område: 8;
1757;Venna;Kraftverk;K;SMÅKRAFT GREEN BOND 2 AS;825750932;Trøndelag;50;Heim;55;2013;2013;2,8;7,912;182,5;1,8;0,432;3;119.411Z;ja;2013-12-02;[object Object];Idrift;;;Veneelva;01;477;nei;;8;NVE - område: 8;
2105;Veringsåe;Kraftverk;K;VERINGSÅE KRAFT AS;922131899;Agder;42;Bykle;22;2022;2022;1,82;7,5;56,4;4;0,126;2;021.JAB;ja;2022-12-14;[object Object];Idrift;;;Otra;;115;nei;;3;NVE - område: 3;
1043;Verja;Kraftverk;K;VERJA KRAFT SA;986141804;Buskerud;33;Rollag;36;2004;2004;0,24;1,349;;;;1;015.GA0;ja;2004-01-01;[object Object];Idrift;;;Numedalslågen;;073;nei;;1;NVE - område: 1;
1682;Verket;Kraftverk;K;AS EGELANDS VERK;911281732;Agder;42;Gjerstad;11;1951;1951;0,425;1,019;52;0,95;0,128;2;018.2BB;ja;1951-01-01;;Idrift;;;Gjerstadvassdraget;;999;nei;;3;NVE - område: 3;
965;Verksfossen;Kraftverk;K;LØVENSKIOLD-VÆKERØ Carl Otto Løvenskiold;971083107;Akershus;32;Nittedal;32;1980;2002;0,4;1,452;;;;1;002.CD2;ja;2002-01-01;;Idrift;;;Glommavassdraget;;004;nei;;1;NVE - område: 1;
1991;Vesle Kjela;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Telemark ;40;Vinje;36;2021;2021;8,5;34,473;60,6;20;0,118;2;016.BEE7;ja;2021-02-11;[object Object],[object Object],[object Object],[object Object];Idrift;;;Skiensvassdraget;83;078;nei;;3;NVE - område: 3;
